,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
763.0,7e4Pftu2tzDeY0W0690OKQ,Thomas Daniel,What About Us (Acoustic),What About Us - Acoustic,60.0,255510.0,False,0.427,0.229,4.0,-11.564,1.0,0.0364,0.935,7.37e-06,0.0958,0.222,125.195,5.0,acoustic
777.0,37pK088xTo1ZpR3y23wsFk,Amos Lee,Amos Lee,Arms Of A Woman,60.0,251440.0,False,0.54,0.0674,9.0,-13.778,1.0,0.0368,0.888,0.000382,0.109,0.12,141.988,3.0,acoustic
779.0,3VA8T3rNy5V24AXxNK5u9E,Sara Bareilles,Kaleidoscope Heart,King of Anything,61.0,207493.0,False,0.676,0.762,1.0,-4.172,1.0,0.0351,0.461,0.0,0.0574,0.81,119.003,4.0,acoustic
798.0,1Cu8QneXq0Hq1HJqkZDPbN,Brandi Carlile,In These Silent Days,This Time Tomorrow,60.0,206267.0,False,0.606,0.326,10.0,-10.031,1.0,0.0294,0.841,0.0,0.139,0.414,91.626,4.0,acoustic
822.0,59eluCMn0XbOWqeWQ91FTM,Aimyon,青春のエキサイトメント,君はロックを聴かない,64.0,246306.0,False,0.524,0.687,7.0,-4.039,1.0,0.0267,0.00135,0.0,0.169,0.619,99.919,4.0,acoustic
838.0,4A9E08l34BkPsCDAmOpHxb,KT Tunstall,Eye To The Telescope,Other Side Of The World,61.0,214560.0,False,0.501,0.684,2.0,-5.368,1.0,0.0302,0.485,0.0,0.083,0.369,80.039,4.0,acoustic
903.0,3h8uWt8HNyDNubPSEBgTPG,Zack Tabudlo,Yakap,Yakap,66.0,178947.0,False,0.738,0.39,8.0,-8.437,1.0,0.0334,0.409,0.0,0.107,0.547,113.979,4.0,acoustic
1000.0,4pR4oQJULf7FDB54TleMyH,Limoblaze;Lecrae;Happi,Jireh (My Provider),Jireh (My Provider),64.0,168000.0,False,0.443,0.778,0.0,-7.564,0.0,0.266,0.241,0.0,0.215,0.628,128.25,5.0,afrobeat
1051.0,2Y3x5VcEAxLNmVHxQOE0jB,Menahan Street Band,The Exciting Sounds of Menahan Street Band,Queens Highway,64.0,67720.0,False,0.778,0.399,1.0,-8.984,1.0,0.0858,0.0751,0.835,0.103,0.321,137.305,4.0,afrobeat
1100.0,1q8NdCAQ9QUjpYiqzdd3mv,Calle 13,Calle 13 (Explicit Version),Atrévete-Te-Te,75.0,239306.0,True,0.829,0.878,9.0,-5.951,1.0,0.101,0.0959,0.0,0.776,0.883,87.991,4.0,afrobeat
1301.0,3kNVYo6BJE9AENxzokM9YC,Calle 13,Entren Los Que Quieran,Muerte En Hawaii,71.0,189866.0,False,0.675,0.588,3.0,-7.168,1.0,0.177,0.789,0.0,0.95,0.879,79.989,4.0,afrobeat
1450.0,4YEU9N2XAE0DfUwxWI5ijA,Jorge Drexler,Eco,Todo se transforma,63.0,217146.0,False,0.761,0.488,9.0,-7.326,1.0,0.043,0.199,0.00236,0.0864,0.682,100.024,4.0,afrobeat
1500.0,1jlKdNbOA90rjnt88GJnwO,Calle 13,Entren Los Que Quieran,La Vuelta Al Mundo,70.0,234133.0,False,0.748,0.538,0.0,-9.943,1.0,0.222,0.159,1.62e-06,0.167,0.779,124.974,4.0,afrobeat
1560.0,1xuYajTJZh8zZrPRmUaagf,Calle 13;Totó La Momposina;Susana Baca;Maria Rita,Entren Los Que Quieran,"Latinoamérica (feat. Totó la Momposina, Susana Baca & Maria Rita)",64.0,301426.0,False,0.691,0.805,2.0,-6.81,0.0,0.0947,0.59,0.0,0.0975,0.866,142.503,3.0,afrobeat
1650.0,1RIhd7jjWDQwSKsbxxGArN,Calle 13;Silvio Rodríguez,MultiViral,Ojos Color Sol (feat. Silvio Rodríguez),68.0,215813.0,False,0.582,0.443,2.0,-7.816,1.0,0.0436,0.664,0.0,0.0703,0.452,78.071,4.0,afrobeat
1651.0,1TdaQqgKRbiFdO15q1kv6e,Los Amigos Invisibles,Repeat After Me,La Que Me Gusta,71.0,239626.0,False,0.721,0.833,7.0,-7.469,1.0,0.0777,0.122,0.000115,0.135,0.549,100.005,4.0,afrobeat
2000.0,5E30LdtzQTGqRvNd7l6kG5,The Neighbourhood,Wiped Out!,Daddy Issues,87.0,260173.0,False,0.588,0.521,10.0,-9.461,1.0,0.0329,0.0678,0.149,0.123,0.337,85.012,4.0,alt-rock
2001.0,2Y0iGXY6m6immVb2ktbseM,MGMT,Little Dark Age,Little Dark Age,83.0,299960.0,False,0.705,0.712,6.0,-6.156,1.0,0.0385,0.0102,0.000855,0.1,0.62,97.512,4.0,alt-rock
2002.0,2K7xn816oNHJZ0aVqdQsha,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,Softcore,86.0,206280.0,False,0.575,0.568,9.0,-5.509,0.0,0.03,0.0484,0.000417,0.286,0.37,93.986,4.0,alt-rock
2003.0,2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,I Love You.,Sweater Weather,93.0,240400.0,False,0.612,0.807,10.0,-2.81,1.0,0.0336,0.0495,0.0177,0.101,0.398,124.053,4.0,alt-rock
2004.0,7zwn1eykZtZ5LODrf7c0tS,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,You Get Me So High,83.0,153000.0,False,0.551,0.881,7.0,-6.099,0.0,0.0542,0.186,0.0791,0.152,0.387,88.036,4.0,alt-rock
2005.0,7vguMCv8uVuZLiQJ156u3Z,Sam Tinnesz;Yacht Money,Play with Fire (feat. Yacht Money),Play with Fire (feat. Yacht Money),76.0,180690.0,False,0.573,0.539,2.0,-6.091,0.0,0.0322,0.0162,1.16e-05,0.105,0.39,75.012,4.0,alt-rock
2006.0,4gHnSNHs8RyVukKoWdS99f,Nirvana,Nevermind (Remastered),Something In The Way,76.0,232146.0,False,0.427,0.201,8.0,-13.044,1.0,0.0317,0.745,0.263,0.109,0.0668,105.218,4.0,alt-rock
2007.0,0y1QJc3SJVPKJ1OvFmFqe6,KALEO,A/B,Way down We Go,78.0,213706.0,False,0.489,0.505,10.0,-8.022,0.0,0.117,0.579,0.000333,0.104,0.337,163.255,4.0,alt-rock
2008.0,6rrKbzJGGDlSZgLphopS49,The Score,ATLAS,Unstoppable,73.0,192106.0,False,0.485,0.843,1.0,-3.993,0.0,0.0467,0.00129,1.01e-05,0.14,0.602,78.001,4.0,alt-rock
2009.0,4CeeEOM32jQcH3eN9Q2dGj,Nirvana,Nevermind (Remastered),Smells Like Teen Spirit,83.0,301920.0,False,0.502,0.912,1.0,-4.556,1.0,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,4.0,alt-rock
2010.0,0AUyNF6iFxMNQsNx2nhtrw,grandson,Blood // Water,Blood // Water,75.0,216720.0,False,0.51,0.882,8.0,-5.659,0.0,0.159,0.00158,0.00206,0.0764,0.653,154.029,4.0,alt-rock
2011.0,4kbj5MwxO1bq9wjT5g9HaA,WALK THE MOON,TALKING IS HARD,Shut Up and Dance,83.0,199080.0,False,0.578,0.866,1.0,-3.804,1.0,0.0619,0.00701,0.0,0.257,0.619,128.038,4.0,alt-rock
2012.0,7uCBGNn991AM68fR4tSDco,The Score,Carry On,Born For This,69.0,237375.0,False,0.411,0.675,5.0,-6.251,0.0,0.0591,0.063,0.0,0.092,0.545,130.134,4.0,alt-rock
2050.0,5Q6fh8OEhBYepJaORz9lxe,The Neighbourhood;Syd,Daddy Issues (Remix) feat. Syd,Daddy Issues (Remix) feat. Syd,75.0,181186.0,False,0.623,0.533,10.0,-8.164,1.0,0.0653,0.245,0.00717,0.112,0.247,84.982,4.0,alt-rock
2051.0,2xql0pid3EUwW38AsywxhV,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,Reflections,80.0,244013.0,False,0.648,0.594,11.0,-7.027,0.0,0.0293,0.114,0.0462,0.116,0.544,113.983,4.0,alt-rock
2052.0,4m0q0xQ2BNl9SCAGKyfiGZ,The 1975,"I like it when you sleep, for you are so beautiful yet so unaware of it",Somebody Else,73.0,347525.0,True,0.618,0.793,0.0,-5.711,1.0,0.0601,0.204,0.0154,0.126,0.459,101.015,4.0,alt-rock
2053.0,70LcF31zb1H0PyJoS1Sx1r,Radiohead,Pablo Honey,Creep,85.0,238640.0,True,0.515,0.43,7.0,-9.935,1.0,0.0372,0.0097,0.000133,0.129,0.104,91.844,4.0,alt-rock
2054.0,77loZpT5Y5PRP1S451P9Yz,Hoobastank,The Reason (15th Anniversary Deluxe),The Reason,81.0,232800.0,False,0.472,0.671,4.0,-4.649,1.0,0.029,0.0129,0.0,0.159,0.0681,82.952,4.0,alt-rock
2055.0,10nyNJ6zNy2YVYLrcwLccB,Radiohead,OK Computer,No Surprises,82.0,229120.0,False,0.255,0.393,5.0,-10.654,1.0,0.0278,0.0577,0.00361,0.113,0.118,76.426,4.0,alt-rock
2056.0,3SWqGa1J0M7hSBUDM0KePD,The Score,ATLAS,Legend,71.0,189120.0,False,0.601,0.757,2.0,-3.341,1.0,0.028,0.0139,8.85e-05,0.0727,0.462,82.001,4.0,alt-rock
2057.0,3dPQuX8Gs42Y7b454ybpMR,The White Stripes,Elephant,Seven Nation Army,84.0,232106.0,False,0.743,0.446,4.0,-7.807,0.0,0.0683,0.0039,0.118,0.337,0.278,123.596,4.0,alt-rock
2058.0,0AOmbw8AwDnwXhHC3OhdVB,Thousand Foot Krutch,The End Is Where We Begin,Courtesy Call,72.0,236898.0,False,0.531,0.638,11.0,-5.145,0.0,0.0809,0.00409,0.0,0.0822,0.445,164.079,4.0,alt-rock
2100.0,2u0CelO5c81XS7z3dGpHbS,The Neighbourhood,Wiped Out!,The Beach,78.0,255133.0,False,0.245,0.64,2.0,-7.426,0.0,0.0608,0.131,8.11e-06,0.0766,0.105,135.739,4.0,alt-rock
2101.0,0VF7YLIxSQKyNiFL3X6MmN,The Neighbourhood,Chip Chrome & The Mono-Tones (Deluxe),Stargazing,76.0,217026.0,False,0.512,0.483,0.0,-7.798,1.0,0.0298,0.00304,0.0011,0.12,0.367,160.009,4.0,alt-rock
2102.0,5qEn8c0MBzyRKgQq91Vevi,Fitz and The Tantrums,Out of My League,Out of My League,68.0,209386.0,False,0.545,0.968,9.0,-3.553,0.0,0.0853,0.0387,0.00325,0.331,0.527,169.965,4.0,alt-rock
2103.0,73jVPicY2G9YHmzgjk69ae,The 1975,The 1975,Robbers,71.0,254509.0,False,0.621,0.692,4.0,-6.858,1.0,0.0291,0.000363,1.75e-05,0.335,0.381,99.806,4.0,alt-rock
2104.0,0uBdQzKghx88d2Lp8SLFKJ,The 1975,I'm In Love With You,I'm In Love With You,78.0,262623.0,True,0.668,0.902,2.0,-3.924,1.0,0.0386,0.169,8.74e-05,0.198,0.913,119.008,4.0,alt-rock
2105.0,48UPSzbZjgc449aqz8bxox,Red Hot Chili Peppers,Californication (Deluxe Edition),Californication,82.0,329733.0,False,0.592,0.767,9.0,-2.788,0.0,0.027,0.0021,0.00165,0.127,0.328,96.483,4.0,alt-rock
2106.0,003vvx7Niy0yvhvHt4a68B,The Killers,Hot Fuss,Mr. Brightside,86.0,222973.0,False,0.352,0.911,1.0,-5.23,1.0,0.0747,0.00121,0.0,0.0995,0.236,148.033,4.0,alt-rock
2107.0,5Sco7mbJy7p7vdDtJW10fZ,The Score,Pressure,Born For This,65.0,234013.0,False,0.631,0.684,5.0,-6.27,0.0,0.0405,0.0576,0.0,0.0938,0.528,129.974,4.0,alt-rock
2108.0,2RsAajgo0g7bMCHxwH3Sk0,Nirvana,Nevermind (Remastered),Come As You Are,79.0,218920.0,False,0.5,0.824,4.0,-5.846,0.0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,4.0,alt-rock
2109.0,2aibwv5hGXSgw7Yru8IYTO,Red Hot Chili Peppers,Stadium Arcadium,Snow (Hey Oh),80.0,334666.0,False,0.427,0.9,11.0,-3.674,1.0,0.0499,0.116,1.75e-05,0.119,0.599,104.655,4.0,alt-rock
2110.0,2UREu1Y8CO4jXkbvqAtP7g,Skillet,Awake,Monster,77.0,178013.0,False,0.64,0.957,8.0,-2.336,1.0,0.0741,0.0431,0.0,0.0789,0.692,134.992,4.0,alt-rock
2111.0,7Fv8Qp3tTSbSS2VjryUF7L,The Score,ATLAS,Revolution,67.0,231986.0,False,0.574,0.833,8.0,-6.239,0.0,0.0563,0.0611,0.0,0.105,0.574,86.008,4.0,alt-rock
2112.0,6VuztO5yaKP4VjqSkZxpan,Ashes Remain,What I've Become,On My Own,69.0,172960.0,False,0.361,0.871,8.0,-4.313,1.0,0.0393,0.0119,0.0,0.318,0.575,176.026,4.0,alt-rock
2150.0,7brQHA2CgQpcMBiOlfiXYb,The Neighbourhood,I Love You.,Afraid,77.0,251186.0,True,0.464,0.701,6.0,-5.693,0.0,0.0411,0.00892,0.309,0.335,0.356,83.996,4.0,alt-rock
2151.0,7JDWhC422Gtk1Bq0mL3OTC,Bea Miller,feel something,feel something,71.0,180161.0,True,0.74,0.415,0.0,-8.914,1.0,0.0707,0.242,0.000156,0.319,0.156,136.029,4.0,alt-rock
2152.0,5SDcksP8En1l6RtTY1wzHc,Hillsong UNITED;TAYA,Zion,Oceans (Where Feet May Fail),71.0,536000.0,False,0.264,0.363,2.0,-10.196,1.0,0.0338,0.501,0.00406,0.11,0.0613,124.328,4.0,alt-rock
2153.0,14dJexYlvd3t3XAtD1pYW1,The 1975,Being Funny In A Foreign Language,Oh Caroline,76.0,212568.0,False,0.646,0.85,2.0,-5.466,1.0,0.0428,0.363,4.01e-05,0.0994,0.819,96.538,4.0,alt-rock
2154.0,3NLrRZoMF0Lx6zTlYqeIo4,3 Doors Down,Away From The Sun,Here Without You,76.0,238733.0,False,0.557,0.533,10.0,-6.817,0.0,0.0252,0.0492,0.0,0.205,0.233,143.994,4.0,alt-rock
2156.0,0fYVliAYKHuPmECRs1pbRf,X Ambassadors,VHS,Renegades,76.0,195200.0,False,0.526,0.862,2.0,-6.003,1.0,0.0905,0.0144,0.0597,0.229,0.528,90.052,4.0,alt-rock
2157.0,0i8JFpqe9cKwnrcvoNgl1L,Skillet,Unleashed,Feel Invincible,72.0,229933.0,False,0.603,0.886,5.0,-3.777,0.0,0.0837,0.00045,0.0,0.26,0.395,126.025,4.0,alt-rock
2200.0,0GO8y8jQk1PkHzS31d699N,Grouplove,Never Trust a Happy Song,Tongue Tied,79.0,218013.0,False,0.56,0.936,3.0,-5.835,1.0,0.0439,0.00847,0.0,0.161,0.371,112.96,4.0,alt-rock
2201.0,6E37j4b44JGpdk297urpKM,Bea Miller,aurora,like that,70.0,185546.0,False,0.573,0.441,6.0,-5.799,0.0,0.0758,0.186,0.0,0.61,0.389,61.657,4.0,alt-rock
2202.0,3KhwEuqLNjHfsKaBDo1yVh,Shinsei Kamattechan,Boku no Sensou,Boku no Sensou,66.0,280466.0,False,0.473,0.936,2.0,-4.877,1.0,0.0704,0.00916,0.0422,0.31,0.416,144.014,4.0,alt-rock
2203.0,31AOj9sFz2gM0O3hMARRBx,R.E.M.,Out Of Time (25th Anniversary Edition),Losing My Religion,84.0,268426.0,False,0.666,0.855,9.0,-5.051,0.0,0.0295,0.179,1.2e-06,0.0987,0.803,125.639,4.0,alt-rock
2204.0,2iUmqdfGZcHIhS3b9E9EWq,Neon Trees,Picture Show,Everybody Talks,80.0,177280.0,False,0.471,0.924,8.0,-3.906,1.0,0.0586,0.00301,0.0,0.313,0.725,154.961,4.0,alt-rock
2206.0,5ruzrDWcT0vuJIOMW7gMnW,The Strokes,The New Abnormal,The Adults Are Talking,79.0,309053.0,False,0.593,0.749,5.0,-5.67,1.0,0.0475,0.0113,0.106,0.314,0.649,164.959,4.0,alt-rock
2207.0,42T2QQv3xgBlpQxaSP7lnK,Creed,Weathered,One Last Breath,72.0,238240.0,False,0.386,0.677,2.0,-5.83,1.0,0.0346,0.00841,0.00366,0.341,0.195,126.602,4.0,alt-rock
2208.0,0fxpHpK3aw2nFWII6yveDD,Matt Redman,"10,000 Reasons (Live)","10,000 Reasons (Bless The Lord) - Live",66.0,342493.0,False,0.431,0.485,7.0,-8.085,1.0,0.0274,0.452,0.0,0.544,0.367,145.22,4.0,alt-rock
2209.0,7K0WZ75nHqj450OYd3ZywF,The EverLove,Walk Through Fire,I'm Dangerous,65.0,243329.0,False,0.691,0.841,8.0,-7.026,0.0,0.0436,0.00438,4.44e-05,0.31,0.755,92.025,4.0,alt-rock
2210.0,3CrsuTJomWZmeXIvKhV45l,The Score,Carry On,Stronger,66.0,190048.0,False,0.563,0.678,2.0,-4.717,0.0,0.0392,0.0228,0.0,0.342,0.134,127.883,4.0,alt-rock
2250.0,77KnJc8o5G1eKVwX5ywMeZ,Young the Giant,Mirrorball / Mind Over Matter (Reprise),Mind Over Matter (Reprise),75.0,230866.0,False,0.393,0.487,0.0,-6.348,1.0,0.0337,0.229,0.0,0.128,0.3,151.958,4.0,alt-rock
2251.0,7JIIY2oDPFkURYMCLJuzhe,Dominic Fike;Zendaya,"Elliot's Song (From ""Euphoria"" An HBO Original Series)","Elliot's Song - From ""Euphoria"" An HBO Original Series",70.0,150320.0,False,0.394,0.327,4.0,-14.291,1.0,0.114,0.849,0.0,0.125,0.411,93.358,4.0,alt-rock
2254.0,2bDENJyfbxj0neGiXUFvIX,Welshly Arms,No Place Is Home,Legendary,66.0,232173.0,False,0.537,0.656,11.0,-5.863,0.0,0.0411,0.0458,2.54e-06,0.112,0.45,141.873,4.0,alt-rock
2256.0,15VRO9CQwMpbqUYA7e6Hwg,Nirvana,MTV Unplugged In New York,The Man Who Sold The World,76.0,261093.0,False,0.483,0.753,1.0,-8.937,0.0,0.0832,0.425,0.000142,0.257,0.42,115.102,4.0,alt-rock
2257.0,4CbKVDZkYKdv69I4bCaKUq,Skillet,Awake,Hero,72.0,186813.0,False,0.533,0.967,1.0,-2.543,1.0,0.0995,0.00791,0.0,0.336,0.782,142.018,4.0,alt-rock
2258.0,1vhNd2F1bNKV7DN4Moa8z2,grandson;King Kavalier,BLOOD // EDITS,Blood // Water - King Kavalier Remix,64.0,179374.0,False,0.586,0.813,8.0,-6.357,0.0,0.0804,0.0494,5.54e-06,0.0939,0.655,149.812,4.0,alt-rock
2259.0,11LmqTE2naFULdEP94AUBa,Nirvana,In Utero - 20th Anniversary - Deluxe Edition,Heart-Shaped Box,79.0,281160.0,False,0.256,0.641,1.0,-10.283,1.0,0.0552,0.199,0.0329,0.0853,0.382,203.006,4.0,alt-rock
2260.0,3ZOEytgrvLwQaqXreDs2Jx,Red Hot Chili Peppers,By the Way (Deluxe Edition),Can't Stop,82.0,269000.0,False,0.618,0.938,9.0,-3.442,1.0,0.0456,0.0179,0.0,0.167,0.875,91.455,4.0,alt-rock
2300.0,0EfsDEYaSjGYd66Pr881nq,The Neighbourhood,Wiped Out!,Cry Baby,74.0,235160.0,False,0.581,0.656,4.0,-4.891,0.0,0.0294,0.00269,2.78e-06,0.101,0.338,108.033,4.0,alt-rock
2301.0,1fDFHXcykq4iw8Gg7s5hG9,The 1975,Being Funny In A Foreign Language,About You,73.0,326490.0,False,0.416,0.762,2.0,-7.385,1.0,0.0279,0.312,0.804,0.0559,0.461,95.967,4.0,alt-rock
2302.0,0yqrhHrcWLMjBylHReDN5u,Sam Tinnesz,Babel,Legends Are Made,68.0,169758.0,False,0.553,0.89,0.0,-4.879,1.0,0.0413,0.123,0.0,0.139,0.674,87.871,4.0,alt-rock
2303.0,7IL8PSVwLOJxqYne6azxQv,The Neighbourhood,Chip Chrome & The Mono-Tones,Pretty Boy,75.0,234093.0,False,0.578,0.386,6.0,-11.464,1.0,0.0278,0.208,0.0453,0.307,0.569,154.902,4.0,alt-rock
2304.0,0KzAbK6nItSqNh8q70tb0K,Pixies,Death to the Pixies,Where Is My Mind?,77.0,229226.0,False,0.513,0.442,4.0,-13.529,1.0,0.0343,0.00731,0.000838,0.0878,0.243,81.201,4.0,alt-rock
2305.0,1LzNfuep1bnAUR9skqdHCK,Mazzy Star,So Tonight That I Might See,Fade Into You,79.0,295600.0,False,0.42,0.33,9.0,-13.925,1.0,0.0275,0.245,0.000679,0.0677,0.175,157.143,3.0,alt-rock
2306.0,46gSk82duJtX3TTA182ruG,Franz Ferdinand,This fffire,This fffire - New Version,76.0,218080.0,False,0.442,0.887,4.0,-5.943,0.0,0.1,0.0259,4.57e-06,0.0655,0.637,146.358,4.0,alt-rock
2307.0,3TgMcrV32NUKjEG2ujn9eh,The 1975,A Brief Inquiry Into Online Relationships,It's Not Living (If It's Not With You),73.0,248335.0,False,0.618,0.837,1.0,-5.338,1.0,0.0304,0.000254,0.000378,0.0618,0.526,121.227,4.0,alt-rock
2308.0,7omxuGYsym1n2RlVf86OF9,The 1975,Being Funny In A Foreign Language,The 1975,71.0,250900.0,False,0.542,0.433,9.0,-10.47,1.0,0.0305,0.897,0.173,0.101,0.495,140.939,4.0,alt-rock
2309.0,3d9DChrdc6BOeFsbrZ3Is0,Red Hot Chili Peppers,Blood Sugar Sex Magik (Deluxe Edition),Under the Bridge,82.0,264306.0,False,0.559,0.345,4.0,-13.496,1.0,0.0459,0.0576,0.000105,0.141,0.458,84.581,4.0,alt-rock
2310.0,424GDxARRXRaZ7Mla9EDI2,Adam Jensen,The Mystic,The Mystic,68.0,189600.0,False,0.556,0.72,4.0,-5.132,0.0,0.0415,0.358,0.0,0.146,0.405,125.324,4.0,alt-rock
2311.0,7wCmS9TTVUcIhRalDYFgPy,Pixies,Surfer Rosa,Where Is My Mind? - Remastered,79.0,234973.0,False,0.519,0.441,4.0,-14.178,1.0,0.0353,0.0204,0.000453,0.076,0.25,81.334,4.0,alt-rock
2312.0,57iDDD9N9tTWe75x6qhStw,The Verve,Urban Hymns (Remastered 2016),Bitter Sweet Symphony,80.0,357266.0,False,0.356,0.917,9.0,-6.006,1.0,0.0479,0.0335,0.0,0.406,0.518,171.176,4.0,alt-rock
2313.0,3cfOd4CMv2snFaKAnMdnvK,Smash Mouth,Astro Lounge,All Star,79.0,200373.0,False,0.731,0.867,11.0,-5.881,1.0,0.032,0.0395,0.0,0.0861,0.776,104.019,4.0,alt-rock
2350.0,0xD23i0X1WjqMSYIxRfO80,The Neighbourhood,#000000 & #FFFFFF,Unfair,72.0,146866.0,False,0.477,0.572,8.0,-7.328,1.0,0.0319,0.00708,0.784,0.144,0.0414,194.033,4.0,alt-rock
2351.0,7lGKEWMXVWWTt3X71Bv44I,X Ambassadors,VHS,Unsteady,74.0,193546.0,False,0.389,0.665,0.0,-6.169,1.0,0.0644,0.178,0.000732,0.116,0.199,117.055,4.0,alt-rock
2353.0,12g9IeQzX7xECLNxz8dpb5,The 1975,Being Funny In A Foreign Language,I'm In Love With You,71.0,262623.0,True,0.668,0.902,2.0,-3.924,1.0,0.0386,0.169,8.74e-05,0.198,0.913,119.008,4.0,alt-rock
2354.0,35lxFAny9XDBkvE6r9j4uG,The 1975,Being Funny In A Foreign Language,Happiness,70.0,303903.0,False,0.662,0.905,11.0,-5.036,1.0,0.0383,0.0529,0.0521,0.202,0.857,117.997,4.0,alt-rock
2355.0,6G8xvLFNkXy3HM5EbQI6c8,lovelytheband,sail away,sail away,71.0,179000.0,False,0.743,0.835,2.0,-4.655,1.0,0.029,0.25,0.0,0.0912,0.955,120.019,4.0,alt-rock
2356.0,5gRcv46AMTrosmTOqrOV3Q,Nirvana,In Utero - 20th Anniversary Remaster,Dumb,75.0,151893.0,False,0.697,0.395,6.0,-13.58,1.0,0.0281,0.428,0.653,0.173,0.876,113.589,4.0,alt-rock
2357.0,7j56HrjR9cGzvekvZY3Faz,Fitz and The Tantrums,Fitz and The Tantrums,HandClap,65.0,193253.0,False,0.636,0.836,8.0,-3.004,1.0,0.0427,0.00609,0.000157,0.0828,0.715,139.956,4.0,alt-rock
2358.0,7aUuoq4oMfLxaLa5GVUDHi,KALEO,Way down We Go,Way down We Go,64.0,219560.0,False,0.59,0.578,10.0,-5.798,0.0,0.0528,0.612,0.000162,0.0837,0.264,81.663,4.0,alt-rock
2359.0,5M5TD1Tlpcgq0Fj1l6Mz6Z,The 1975,Being Funny In A Foreign Language,When We Are Together,69.0,216586.0,False,0.618,0.449,2.0,-10.565,1.0,0.0435,0.383,0.0182,0.116,0.699,75.046,4.0,alt-rock
2360.0,5W8YXBz9MTIDyrpYaCg2Ky,Papa Roach,Infest,Last Resort,80.0,199906.0,True,0.589,0.89,4.0,-3.719,0.0,0.0603,0.000481,0.00082,0.201,0.692,90.598,4.0,alt-rock
2362.0,1b7DozY0xHWXU1T84Lck1z,Layto;Neoni,Ghost Town,Ghost Town,62.0,193846.0,False,0.631,0.643,0.0,-5.656,1.0,0.053,0.0658,0.0,0.0937,0.528,130.099,4.0,alt-rock
2363.0,0eNfURq0r0oNSwFyw1VuVT,The 1975,Being Funny In A Foreign Language,Looking For Somebody (To Love),72.0,178617.0,True,0.522,0.957,2.0,-4.924,1.0,0.0687,0.0515,0.0014,0.144,0.917,170.91,4.0,alt-rock
2364.0,4S80oe7OJnBVlhNrbQTnt3,The 1975,Being Funny In A Foreign Language,Part Of The Band,69.0,260148.0,False,0.714,0.51,6.0,-8.216,1.0,0.0453,0.76,0.133,0.253,0.832,142.009,4.0,alt-rock
2365.0,4gi2kndWShH9kDbb9kBfs6,The Score,Metamorph,Fighter,65.0,156666.0,False,0.521,0.835,8.0,-3.717,0.0,0.0728,0.0259,0.00011,0.091,0.482,160.031,4.0,alt-rock
2366.0,59WN2psjkt1tyaxjspN8fp,Rage Against The Machine,Rage Against The Machine - XX (20th Anniversary Special Edition),Killing In The Name,80.0,313573.0,True,0.466,0.833,7.0,-4.215,1.0,0.304,0.0266,0.0,0.0327,0.661,88.785,4.0,alt-rock
2367.0,5UWwZ5lm5PKu6eKsHAGxOk,Foo Fighters,The Colour And The Shape,Everlong,84.0,250546.0,False,0.413,0.881,11.0,-5.541,0.0,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066,4.0,alt-rock
2368.0,6Up545NUflOiXo8cEraH49,Lauren Daigle,Look Up Child,You Say,75.0,274693.0,False,0.494,0.632,5.0,-6.89,1.0,0.0342,0.682,0.0,0.0869,0.0797,147.873,4.0,alt-rock
2369.0,5f2zZawBtGBEw24ABweErz,Bea Miller;Arcane;League of Legends,Playground (from the series Arcane League of Legends),Playground (from the series Arcane League of Legends),70.0,230525.0,False,0.514,0.703,8.0,-6.859,1.0,0.0298,0.0107,7.62e-05,0.13,0.356,157.399,4.0,alt-rock
2370.0,5O9Dz0h08LuBi0aVvDcylh,Skillet,Unleashed,The Resistance,69.0,232066.0,False,0.483,0.941,2.0,-3.598,0.0,0.0575,0.000526,3.5e-06,0.31,0.503,156.033,4.0,alt-rock
2400.0,2wXioTynVwrEWYRv6R6vEj,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,Void,68.0,203666.0,False,0.534,0.582,5.0,-7.912,1.0,0.0401,0.047,0.0328,0.0883,0.346,84.183,4.0,alt-rock
2401.0,4sNG6zQBmtq7M8aeeKJRMQ,Declan McKenna,What Do You Think About the Car?,Brazil,80.0,252306.0,False,0.687,0.617,4.0,-5.213,1.0,0.0287,0.0941,1.27e-05,0.0898,0.665,121.079,4.0,alt-rock
2402.0,64BbK9SFKH2jk86U3dGj2P,Red Hot Chili Peppers,Californication (Deluxe Edition),Otherside,80.0,255373.0,False,0.458,0.795,0.0,-3.265,1.0,0.0574,0.00316,0.000202,0.0756,0.513,123.229,4.0,alt-rock
2403.0,0815caqt2Lytro5EIzMufT,Lifehouse,Lifehouse,You And Me,76.0,195493.0,False,0.459,0.427,7.0,-7.734,1.0,0.0267,0.114,0.0,0.168,0.354,139.902,3.0,alt-rock
