artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
Feid,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,Prohibidox,86.0,166253.0,False,0.647,0.801,1.0,-2.946,0.0,0.249,0.0451,0.0,0.0628,0.517,180.108,4.0,latino
Y.V.E. 48,You've Got The Love,You've Got The Love,63.0,147750.0,False,0.755,0.44,8.0,-11.7,1.0,0.0475,0.202,0.129,0.167,0.151,107.036,4.0,deep-house
Creepy Nuts,アンサンブル・プレイ,ロスタイム,60.0,219506.0,False,0.783,0.786,9.0,-7.044,1.0,0.0528,0.12,1.28e-05,0.13,0.678,91.98,4.0,j-pop
Pritam;Darshan Raval;Antara Mitra,Love Aaj Kal (Original Motion Picture Soundtrack),Mehrama,70.0,249415.0,False,0.56,0.631,7.0,-9.032,1.0,0.0334,0.861,0.0133,0.0985,0.376,107.987,4.0,indian
Tom Odell,Long Way Down (Deluxe),Heal,74.0,193080.0,False,0.445,0.179,1.0,-12.938,1.0,0.0396,0.952,0.00056,0.107,0.119,72.246,4.0,chill
The Beatles,Rubber Soul (Remastered),Norwegian Wood (This Bird Has Flown) - Remastered 2009,70.0,124693.0,False,0.425,0.369,4.0,-11.876,1.0,0.0379,0.183,0.00126,0.112,0.65,176.625,3.0,british
Get Scared,"Built for Blame, Laced With Shame - Spotify Exclusive",Don't You Dare Forget the Sun,64.0,193584.0,False,0.276,0.814,9.0,-5.048,0.0,0.0998,0.000681,0.0,0.107,0.472,144.793,4.0,metalcore
Andrew Gold,Halloween Howls: Fun & Scary Music (Deluxe Edition),"Spooky, Scary Skeletons - Undead Tombstone Remix",71.0,125624.0,False,0.772,0.788,9.0,-5.414,0.0,0.0619,0.0027,0.000583,0.353,0.574,127.91,4.0,power-pop
The Beatles,Rubber Soul (Remastered),Michelle - Remastered 2009,66.0,162373.0,False,0.578,0.29,5.0,-12.501,0.0,0.0341,0.652,0.0,0.105,0.666,117.403,4.0,british
Tai Verdes,TV,Stuck In The Middle,66.0,196133.0,True,0.862,0.564,2.0,-6.566,1.0,0.0425,0.278,0.0,0.0935,0.836,119.952,4.0,indie-pop
Daddy Yankee,Barrio Fino (Bonus Track Version),Gasolina,82.0,192600.0,False,0.852,0.797,0.0,-6.543,1.0,0.0614,0.322,2.69e-06,0.0845,0.741,96.008,4.0,latin
Bring Me The Horizon,That's The Spirit,True Friends,66.0,232320.0,False,0.419,0.938,7.0,-3.12,1.0,0.0837,0.000683,0.0,0.114,0.333,160.151,4.0,metal
Finley Rhone,San Remo,San Siro,60.0,170966.0,False,0.648,0.0143,8.0,-33.461,1.0,0.0529,0.995,0.956,0.125,0.166,120.121,4.0,piano
Thirty Seconds To Mars,A Beautiful Lie,Attack,63.0,188186.0,False,0.333,0.877,5.0,-1.894,0.0,0.0603,0.00332,0.00101,0.769,0.285,175.095,4.0,grunge
Red Hot Chili Peppers,Return of the Dream Canteen,Shoot Me a Smile,62.0,222737.0,False,0.576,0.798,9.0,-6.691,0.0,0.0351,0.125,0.134,0.137,0.399,146.8,4.0,alt-rock
SID,hikari,嘘,60.0,205973.0,False,0.438,0.939,11.0,-3.545,0.0,0.0586,0.0118,0.0,0.212,0.842,179.853,4.0,anime
Sylvester,Step II,You Make Me Feel (Mighty Real),62.0,400115.0,False,0.629,0.851,5.0,-11.182,0.0,0.0294,0.0309,0.303,0.0947,0.961,130.7,4.0,disco
Seinabo Sey;Kygo,Pretend,Younger - Kygo Remix,65.0,351578.0,False,0.69,0.489,5.0,-7.938,1.0,0.0788,0.13,0.00022,0.0815,0.645,114.008,4.0,swedish
IZAL,Copacabana,Pequeña Gran Revolución,59.0,275493.0,False,0.578,0.791,9.0,-5.758,1.0,0.0315,0.0975,5.58e-05,0.118,0.162,105.042,4.0,spanish
Fireboy DML;Asake,Bandana,Bandana,72.0,178225.0,True,0.818,0.605,1.0,-7.121,1.0,0.038,0.293,0.0116,0.0696,0.366,104.931,4.0,dancehall
Red Hot Chili Peppers,By the Way (Deluxe Edition),By the Way,75.0,216933.0,False,0.451,0.97,0.0,-4.938,1.0,0.107,0.0264,0.00355,0.102,0.198,122.444,4.0,alt-rock
Hadise,Şampiyon,Sıfır Tolerans,62.0,225794.0,False,0.755,0.834,6.0,-6.021,0.0,0.0662,0.00509,0.0,0.18,0.558,127.981,4.0,deep-house
Mastodon,Leviathan,Blood and Thunder,65.0,228586.0,False,0.364,0.935,2.0,-6.548,1.0,0.0724,8.58e-06,0.729,0.0317,0.478,92.717,4.0,groove
Mustafa Zahid,Heropanti,Tere Binaa,63.0,203180.0,False,0.42,0.342,10.0,-7.105,1.0,0.0326,0.815,0.0,0.139,0.326,150.082,4.0,pop-film
NEIKED;Mae Muller;Polo G,Better Days (NEIKED x Mae Muller x Polo G),Better Days (NEIKED x Mae Muller x Polo G),82.0,160656.0,False,0.717,0.671,0.0,-5.077,0.0,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054,4.0,dance
Jim Cummings;Terence Blanchard,The Princess and the Frog (Original Motion Picture Soundtrack),Ma Belle Evangeline,65.0,115693.0,False,0.378,0.352,3.0,-8.745,1.0,0.0354,0.812,5.17e-06,0.106,0.306,139.491,5.0,children
Belinda Carlisle,Greatest Vol.1 - Belinda Carlisle,Heaven Is a Place On Earth,69.0,246520.0,False,0.64,0.852,1.0,-8.119,0.0,0.0345,0.0243,1.82e-06,0.0497,0.793,122.902,4.0,synth-pop
Bon Jovi,These Days,This Ain't A Love Song,64.0,306240.0,False,0.348,0.635,4.0,-6.836,1.0,0.0386,0.0932,0.0,0.126,0.144,87.974,3.0,metal
Future;Drake;Tems,I NEVER LIKED YOU,WAIT FOR U (feat. Drake & Tems),89.0,189893.0,True,0.463,0.642,1.0,-4.474,1.0,0.34,0.314,0.0,0.0686,0.339,83.389,4.0,hip-hop
Bad Bunny,Un Verano Sin Ti,Efecto,96.0,213061.0,False,0.801,0.475,7.0,-8.797,0.0,0.0516,0.141,1.73e-05,0.0639,0.234,98.047,4.0,latin
John Mayer,Where the Light Is: John Mayer Live In Los Angeles,"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",72.0,263573.0,False,0.315,0.296,5.0,-13.262,1.0,0.0315,0.771,0.0,0.702,0.435,173.509,4.0,singer-songwriter
Danny & The Juniors,Rockin' With Danny And The Juniors (Expanded Edition),At The Hop,59.0,150866.0,False,0.407,0.826,8.0,-8.29,1.0,0.0495,0.693,1.57e-05,0.285,0.891,192.21,4.0,rock-n-roll
Olivia Rodrigo,SOUR,deja vu,87.0,215506.0,True,0.442,0.612,2.0,-7.222,1.0,0.112,0.584,5.7e-06,0.37,0.178,180.917,4.0,pop
mazie,the rainbow cassette,dumb dumb,79.0,125256.0,False,0.783,0.472,2.0,-8.392,1.0,0.0427,0.22,0.000458,0.0798,0.589,122.052,4.0,indie-pop
Sunidhi Chauhan;Divya Kumar;Amit Trivedi,"Halka Halka (From ""Fanney Khan"")","Halka Halka (From ""Fanney Khan"")",61.0,247381.0,False,0.691,0.796,7.0,-4.778,1.0,0.0387,0.0495,0.0,0.333,0.541,127.985,4.0,pop-film
F.R. David,Words,Words - Original Version 1983,73.0,209013.0,False,0.537,0.789,10.0,-5.578,0.0,0.0549,0.372,2.66e-05,0.138,0.527,123.763,4.0,disco
Daniyel,82.0,IT'S OK,66.0,116981.0,True,0.756,0.551,6.0,-5.788,0.0,0.0406,0.706,0.0,0.186,0.59,118.047,4.0,sad
Jake Miller,Silver Lining II,Ross And Rachel,60.0,192980.0,False,0.66,0.639,9.0,-6.61,1.0,0.0286,0.345,0.00109,0.0775,0.227,124.068,4.0,indie-pop
Elvis Presley,Elvis 30 #1 Hits (Expanded Edition),Heartbreak Hotel,63.0,127960.0,False,0.695,0.295,9.0,-8.672,1.0,0.0609,0.843,1.58e-06,0.0856,0.732,93.574,4.0,rock-n-roll
Iron Maiden,Piece of Mind (2015 Remaster),The Trooper - 2015 Remaster,75.0,252733.0,False,0.285,0.908,4.0,-4.601,0.0,0.0705,0.0318,0.00909,0.311,0.669,159.756,4.0,hard-rock
Param Singh;Kamal Kahlon;Pratik Studio,Daru Badnaam,Daru Badnaam,68.0,185333.0,False,0.541,0.676,8.0,-3.893,0.0,0.153,0.442,0.0,0.159,0.845,90.037,4.0,pop
Bon Iver,Bon Iver (10th Anniversary Edition),Holocene,66.0,336613.0,True,0.374,0.304,1.0,-14.52,1.0,0.0302,0.943,0.298,0.126,0.147,147.969,4.0,folk
kizaru,Karmageddon,Дежавю,60.0,173725.0,True,0.801,0.591,2.0,-5.18,1.0,0.143,0.0186,0.0,0.108,0.231,87.509,4.0,emo
Zion & Lennox;Maria Becerra,Berlin,Berlin,81.0,246061.0,False,0.796,0.766,1.0,-4.237,1.0,0.0422,0.18,1.53e-06,0.164,0.846,121.008,4.0,latino
Tim Atlas,Courtside,Courtside,69.0,146483.0,False,0.71,0.83,0.0,-7.208,1.0,0.03,0.0518,0.00523,0.353,0.936,129.02,4.0,indie-pop
Armin van Buuren,Blah Blah Blah,Blah Blah Blah,68.0,183518.0,False,0.612,0.963,5.0,-3.912,0.0,0.0531,0.00897,0.00378,0.294,0.179,138.009,4.0,edm
Zach Diamond,On My Own,On My Own,64.0,133333.0,False,0.741,0.615,8.0,-7.779,1.0,0.0456,0.111,0.0,0.115,0.588,90.01,4.0,sad
Vicetone;Cozi Zuehlsdorff,Nevada,Nevada,71.0,208561.0,False,0.605,0.783,3.0,-4.271,1.0,0.0324,0.299,0.000175,0.133,0.105,124.015,4.0,edm
Karan Aujla,Sheesha,Sheesha,72.0,160851.0,False,0.708,0.672,6.0,-7.493,0.0,0.0582,0.322,0.0,0.135,0.399,93.886,4.0,hip-hop
Lil Tjay,Beat the Odds,Beat the Odds,81.0,150000.0,True,0.498,0.625,8.0,-7.452,0.0,0.342,0.054,0.0,0.175,0.478,84.821,4.0,r-n-b
Aimer,Sun Dance,コイワズライ,61.0,235160.0,False,0.675,0.5,10.0,-5.825,1.0,0.0258,0.3,0.0,0.312,0.773,93.917,4.0,anime
Guns N' Roses,Use Your Illusion II,Civil War,70.0,462093.0,False,0.336,0.787,10.0,-8.803,0.0,0.0732,0.0793,0.0648,0.32,0.383,140.003,4.0,hard-rock
Belleruche,The Express,Anything You Want - Not That,62.0,202480.0,False,0.954,0.777,2.0,-7.935,0.0,0.0422,0.0541,0.786,0.111,0.952,122.32,4.0,trip-hop
potsu,just friends,just friends,61.0,172800.0,False,0.563,0.3,11.0,-16.664,0.0,0.0512,0.927,0.655,0.234,0.38,74.971,4.0,chill
Chuck Berry,Berry Is On Top,Roll Over Beethoven,60.0,144600.0,False,0.715,0.797,3.0,-10.154,1.0,0.193,0.837,0.0,0.209,0.841,92.739,4.0,rock-n-roll
Andrew McMahon in the Wilderness,Andrew McMahon In The Wilderness,Cecilia And The Satellite,61.0,223879.0,False,0.381,0.844,5.0,-7.123,1.0,0.144,0.0131,0.0,0.318,0.239,194.0,4.0,piano
BTS,MAP OF THE SOUL : 7,Filter,76.0,180220.0,False,0.779,0.762,10.0,-5.188,0.0,0.0631,0.0224,0.0,0.121,0.859,110.043,4.0,k-pop
Polo & Pan,Ani Kuni,Ani Kuni,60.0,276386.0,False,0.661,0.623,0.0,-6.157,1.0,0.0292,0.198,0.602,0.0753,0.0491,121.002,4.0,disco
Bryan Adams,Spirit: Stallion Of The Cimarron (Music From The Original Motion Picture),Here I Am - End Title,60.0,284066.0,False,0.581,0.777,8.0,-7.122,1.0,0.0296,0.0078,4.04e-05,0.0891,0.162,98.963,4.0,singer-songwriter
Ava Max,Not Your Barbie Girl,Not Your Barbie Girl,68.0,186520.0,False,0.745,0.642,6.0,-4.138,0.0,0.0506,0.103,0.0,0.0335,0.35,120.063,4.0,dance
IZAL,Magia & Efectos Especiales,La Mujer de Verde,61.0,304573.0,False,0.507,0.73,7.0,-5.66,1.0,0.0514,0.187,5.14e-06,0.0843,0.244,151.965,4.0,spanish
The Doors,The Doors,Break on Through (To the Other Side),72.0,145866.0,False,0.421,0.751,9.0,-9.584,1.0,0.0472,0.2,0.0,0.17,0.789,89.839,4.0,psych-rock
Sheff G;Sleepy Hallow,One and Only,Weight On Me,73.0,157619.0,True,0.801,0.533,3.0,-6.198,0.0,0.222,0.707,4.28e-05,0.125,0.626,121.959,4.0,r-n-b
Elton John,Caribou,Don't Let The Sun Go Down On Me,62.0,336733.0,False,0.424,0.446,0.0,-8.526,1.0,0.0261,0.121,1.89e-06,0.0921,0.354,139.701,4.0,piano
MC Fioti,Joga O Bum Bum Tam Tam,Joga O Bum Bum Tam Tam,61.0,155454.0,True,0.932,0.485,9.0,-8.926,1.0,0.0965,0.609,0.0295,0.141,0.43,131.959,4.0,funk
Renée Elise Goldsberry;Lin-Manuel Miranda;Phillipa Soo;Original Broadway Cast of Hamilton,Hamilton (Original Broadway Cast Recording),It's Quiet Uptown,62.0,270171.0,False,0.484,0.187,5.0,-14.076,1.0,0.0423,0.796,0.0,0.0785,0.227,129.753,4.0,show-tunes
Creedence Clearwater Revival,Green River (Expanded Edition),Bad Moon Rising,80.0,141600.0,False,0.508,0.774,2.0,-5.973,1.0,0.0321,0.0586,4.87e-06,0.063,0.942,178.946,4.0,country
Pink Floyd,The Dark Side of the Moon,Time,71.0,413947.0,False,0.359,0.48,9.0,-11.79,1.0,0.0841,0.521,0.0043,0.178,0.355,120.285,4.0,psych-rock
Falling In Reverse,ZOMBIFIED,ZOMBIFIED,71.0,218520.0,True,0.544,0.911,10.0,-3.681,0.0,0.0422,0.000141,8.89e-06,0.333,0.558,91.033,4.0,metal
Arijit Singh;Chinmayi,24 (Original Motion Picture Soundtrack),Naan Un,62.0,288360.0,False,0.47,0.521,6.0,-11.142,0.0,0.0391,0.579,3.39e-06,0.112,0.329,142.268,3.0,pop-film
No Vacation,Yam Yam,Yam Yam,66.0,216038.0,False,0.445,0.591,7.0,-9.004,0.0,0.0316,0.319,0.766,0.107,0.0774,137.864,4.0,garage
Lil Peep,"Come Over When You're Sober, Pt. 2",Runaway,70.0,192760.0,True,0.399,0.591,6.0,-8.792,0.0,0.052,0.44,0.0616,0.446,0.175,79.892,3.0,emo
Boston,Third Stage,Amanda,65.0,256200.0,False,0.449,0.424,7.0,-14.06,1.0,0.0323,0.32,1.69e-06,0.107,0.259,125.494,4.0,hard-rock
Luz,the author,the author,63.0,217213.0,False,0.354,0.264,0.0,-12.571,1.0,0.0544,0.832,0.0,0.11,0.227,80.567,4.0,singer-songwriter
Amar Sandhu,Bapu Tere Karke,Bapu Tere Karke,61.0,230561.0,False,0.726,0.654,4.0,-3.932,0.0,0.051,0.436,0.0,0.156,0.388,149.872,4.0,hip-hop
Hello Sleepwalkers,Masked Monkey Awakening,Goya No Machiawase,60.0,170640.0,False,0.406,0.959,0.0,-3.014,1.0,0.0952,0.000891,0.0,0.327,0.571,94.277,4.0,anime
HyunA,I'm Not Cool,I'm Not Cool,66.0,174173.0,False,0.883,0.845,11.0,-2.069,1.0,0.0585,0.0161,0.00157,0.29,0.656,116.004,4.0,k-pop
Buddy Holly;The Crickets,Buddy Holly,Everyday,65.0,129120.0,False,0.747,0.219,3.0,-12.562,1.0,0.0371,0.584,2.57e-05,0.107,0.498,135.562,4.0,rock-n-roll
Rilès,Pesetas,Pesetas,63.0,193561.0,True,0.772,0.659,11.0,-5.218,0.0,0.335,0.0785,0.0,0.0834,0.536,147.149,4.0,french
Bag Raiders,Bag Raiders (Deluxe),Shooting Stars,67.0,235813.0,False,0.636,0.72,11.0,-6.195,1.0,0.0432,0.0893,0.0178,0.0868,0.425,124.944,4.0,disco
The Beach Boys,The Warmth Of The Sun,California Dreamin' - 2007 Digital Remaster,68.0,204373.0,False,0.582,0.845,1.0,-7.335,0.0,0.0447,0.0529,1.44e-06,0.0752,0.624,116.453,4.0,psych-rock
Brennan Heart;Wildstylez,WKND!,WKND!,62.0,235200.0,False,0.424,0.908,7.0,-4.443,0.0,0.235,0.00297,0.00106,0.0788,0.0767,75.055,3.0,hardstyle
Kaka,Temporary pyar,Temporary pyar,65.0,245016.0,False,0.531,0.79,10.0,-7.213,1.0,0.234,0.281,0.0,0.301,0.339,79.942,4.0,pop
The Brian Jonestown Massacre,Their Satanic Majesties' Second Request,Anemone,61.0,334466.0,False,0.527,0.636,5.0,-12.888,0.0,0.0347,0.0599,0.843,0.204,0.607,83.101,4.0,psych-rock
Lorelle Paredes,Rituals,Rituals,65.0,144782.0,False,0.214,0.0422,2.0,-28.109,1.0,0.0366,0.994,0.896,0.0969,0.0575,69.912,3.0,sleep
Johnny Stimson;Jeff Bernat;Jesse Barrera,Casual,Casual,60.0,200037.0,False,0.53,0.45,7.0,-10.006,1.0,0.168,0.393,0.0,0.207,0.412,67.467,4.0,chill
KRS-One,Return of the Boom Bap,Sound of da Police,64.0,258506.0,False,0.794,0.95,1.0,-8.78,1.0,0.294,0.124,7.71e-05,0.133,0.324,94.984,4.0,hardcore
Krishh;Arun,Unnale Unnale,June Ponal,63.0,361533.0,False,0.741,0.489,11.0,-9.428,0.0,0.0472,0.0386,0.0,0.162,0.667,113.028,4.0,pop
Linkin Park,Hybrid Theory (Bonus Edition),In the End,85.0,216880.0,False,0.556,0.864,3.0,-5.87,0.0,0.0584,0.00958,0.0,0.209,0.4,105.143,4.0,alternative
Ron Pope,The Bedroom Demos,A Drop in the Ocean,68.0,220239.0,False,0.447,0.393,5.0,-8.65,1.0,0.038,0.785,0.0,0.28,0.564,73.139,3.0,acoustic
Arctic Monkeys,Favourite Worst Nightmare,Do Me a Favour,69.0,209253.0,True,0.469,0.738,11.0,-6.638,0.0,0.0619,0.00013,0.0577,0.078,0.624,180.15,4.0,garage
EZI,in between everything,Take My Breath Away,65.0,158446.0,False,0.718,0.616,8.0,-6.598,1.0,0.0901,0.0741,0.00287,0.367,0.354,102.981,4.0,electro
Alan Walker,Different World,Faded,80.0,212106.0,False,0.468,0.627,6.0,-5.085,1.0,0.0476,0.0281,7.97e-06,0.11,0.159,179.642,4.0,electro
Tiësto;Charli XCX,Hot In It,Hot In It,84.0,129817.0,False,0.748,0.841,7.0,-5.08,1.0,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,4.0,edm
Sub Focus,Off The Ground,Off The Ground,67.0,242750.0,False,0.582,0.791,0.0,-3.643,0.0,0.0427,0.0296,0.105,0.118,0.0422,174.01,4.0,drum-and-bass
J. Cole;Cults;Amber Coffman,Born Sinner (Deluxe Version),She Knows (feat. Amber Coffman & Cults),82.0,296520.0,True,0.766,0.74,1.0,-10.363,1.0,0.0807,0.0193,0.0784,0.229,0.183,118.008,4.0,hip-hop
Faith No More,Angel Dust (Deluxe Edition),Easy,67.0,186960.0,False,0.506,0.554,10.0,-6.743,0.0,0.0339,0.339,0.000355,0.112,0.375,124.724,4.0,hard-rock
Calvin Harris;Tom Grennan,By Your Side (feat. Tom Grennan),By Your Side (feat. Tom Grennan),74.0,189671.0,False,0.733,0.96,7.0,-3.597,1.0,0.0295,0.0514,0.00199,0.287,0.811,124.01,4.0,house
Alice In Chains,Dirt (2022 Remaster),Rooster (2022 Remaster),71.0,374333.0,False,0.271,0.551,3.0,-8.46,1.0,0.0272,0.0307,0.000581,0.118,0.2,143.899,3.0,grunge
Paolo Nutini,These Streets,Last Request,69.0,220413.0,False,0.605,0.704,5.0,-6.564,1.0,0.0476,0.241,0.0,0.137,0.4,80.925,4.0,british
Adele,21.0,Turning Tables,68.0,250000.0,False,0.353,0.446,0.0,-6.044,0.0,0.0285,0.95,1.35e-05,0.132,0.211,155.476,4.0,british
Anthony Keyrouz;Paradigm,Wake Me Up In Paris,Wake Me Up In Paris,73.0,136946.0,False,0.71,0.816,11.0,-4.516,0.0,0.186,0.0573,4.87e-06,0.176,0.363,131.001,4.0,edm
Manan Bhardwaj,Shiddat,Chitta,68.0,228189.0,False,0.412,0.494,6.0,-9.282,1.0,0.0536,0.706,0.0,0.0772,0.496,169.93,4.0,pop
Yuvan Shankar Raja;Tanvi Shah,Paiya (Original Motion Picture Soundtrack),En Kadhal Solla,62.0,293893.0,False,0.874,0.412,0.0,-5.746,0.0,0.0313,0.035,0.00684,0.102,0.56,105.019,4.0,k-pop
Arctic Monkeys,Favourite Worst Nightmare,This House is a Circus,60.0,191680.0,True,0.476,0.844,7.0,-5.253,1.0,0.0431,1.81e-05,0.00196,0.272,0.658,155.322,4.0,garage
Allman Brothers Band,Idlewild South (Deluxe Edition Remastered),Midnight Rider,72.0,180066.0,False,0.585,0.532,7.0,-9.673,1.0,0.0268,0.209,0.00797,0.227,0.68,94.461,4.0,blues
Bob Marley & The Wailers,Kaya,Is This Love,76.0,232200.0,False,0.776,0.559,6.0,-8.375,0.0,0.103,0.11,0.0,0.0671,0.758,122.242,4.0,reggae
Stone Temple Pilots,Thank You,Plush,62.0,310400.0,False,0.417,0.913,7.0,-6.049,0.0,0.0441,0.00248,1.09e-06,0.166,0.439,144.591,4.0,grunge
Vigiland,UFO,UFO - Radio Edit,61.0,144389.0,False,0.839,0.808,5.0,-7.005,1.0,0.114,0.107,0.747,0.186,0.181,128.068,4.0,electronic
Nightmare,the WORLD Ruler,the WORLD,61.0,228120.0,False,0.531,0.904,11.0,-3.869,0.0,0.0419,0.00353,0.0,0.328,0.753,94.999,4.0,metal
Maretu,SIU,SIU,65.0,278808.0,False,0.679,0.908,11.0,-2.949,1.0,0.0379,0.0613,0.000778,0.0711,0.658,119.978,4.0,anime
The Rolling Stones,Between The Buttons,Ruby Tuesday,63.0,196493.0,False,0.524,0.553,0.0,-10.767,1.0,0.0292,0.831,0.0,0.174,0.517,104.578,4.0,british
Bon Jovi,Bon Jovi,Runaway,73.0,230666.0,False,0.475,0.899,9.0,-4.321,0.0,0.0637,0.00375,1.91e-05,0.14,0.603,152.445,4.0,metal
Absofacto,Thousand Peaces,Dissolve,68.0,224660.0,False,0.688,0.582,6.0,-10.668,0.0,0.0542,0.23,0.000157,0.0663,0.872,85.486,4.0,indie-pop
Blind Channel,Lifestyles of the Sick & Dangerous,Dark Side,59.0,177789.0,False,0.566,0.954,7.0,-3.786,1.0,0.0938,0.00208,2.1e-06,0.29,0.441,98.006,4.0,trance
Jefferson Airplane,Surrealistic Pillow,Somebody to Love,70.0,174840.0,False,0.504,0.578,4.0,-9.302,1.0,0.031,0.408,0.0,0.321,0.654,132.411,4.0,blues
JJ Lin,新地球,可惜沒如果,61.0,298293.0,False,0.486,0.424,0.0,-5.755,1.0,0.0262,0.617,0.0,0.116,0.286,79.989,4.0,mandopop
Paul Anka,Put Your Head On My Shoulder: The Very Best Of Paul Anka,Put Your Head On My Shoulder,69.0,154733.0,False,0.547,0.335,4.0,-9.2,0.0,0.0307,0.747,0.0,0.101,0.474,115.838,3.0,r-n-b
Bleachers,Strange Desire,Rollercoaster,66.0,188866.0,False,0.421,0.79,10.0,-6.227,1.0,0.0538,0.00205,0.000309,0.148,0.279,162.024,4.0,indie-pop
Sidhu Moose Wala,Pbx 1,Death Route,62.0,217520.0,False,0.699,0.633,9.0,-6.733,0.0,0.139,0.397,0.0,0.0864,0.534,159.955,4.0,hip-hop
Crumb,Locket,Locket,65.0,318378.0,False,0.393,0.481,1.0,-10.458,1.0,0.0273,0.759,0.725,0.0869,0.0773,98.463,4.0,garage
Wizkid;Tay Iwar;Projexx,Made In Lagos,True Love (feat. Tay Iwar & Projexx),62.0,247333.0,True,0.85,0.542,4.0,-3.602,0.0,0.167,0.229,4.9e-05,0.079,0.622,119.747,5.0,dancehall
LISA,LALISA,LALISA,73.0,200689.0,False,0.804,0.652,8.0,-6.282,1.0,0.0898,0.0267,0.000782,0.118,0.854,150.076,4.0,k-pop
Arijit Singh;Antara Mitra,Ultimate Love Songs - Arijit Singh,"Itni Si Baat Hain (From ""Azhar"")",64.0,294846.0,False,0.56,0.768,2.0,-4.77,1.0,0.0655,0.494,0.0,0.0844,0.289,155.765,4.0,pop-film
Henrique & Juliano,Manifesto Musical (Ao Vivo / Vol. 1),Coração De Rua - Ao Vivo,60.0,173415.0,False,0.56,0.799,1.0,-3.572,1.0,0.187,0.362,0.0,0.838,0.661,174.005,4.0,sertanejo
The Righteous Brothers,The Very Best Of The Righteous Brothers - Unchained Melody,Unchained Melody,61.0,216266.0,False,0.361,0.219,0.0,-16.553,1.0,0.0285,0.563,0.0,0.558,0.26,98.532,3.0,rock-n-roll
Atif Aslam,YRF Top 10 - Falling in Love,Dil Diyan Gallan,64.0,260536.0,False,0.717,0.64,2.0,-8.726,1.0,0.025,0.565,0.00139,0.127,0.485,105.021,4.0,pop-film
CamelPhat;Cristoph;Jem Cooke,Breathe,Breathe,62.0,194232.0,False,0.595,0.877,9.0,-7.414,0.0,0.0442,0.00646,0.0879,0.398,0.081,125.015,4.0,progressive-house
Spencer Crandall,Wilderness,My Person,61.0,177000.0,False,0.567,0.753,7.0,-5.291,1.0,0.0487,0.0894,0.0,0.13,0.756,165.966,4.0,country
Shania Twain,Greatest Hits,You're Still The One - Remixed/Remastered 2004,62.0,194866.0,False,0.545,0.597,3.0,-5.748,1.0,0.0336,0.3,0.0,0.0783,0.559,133.678,4.0,country
Sleeping At Last,Atlas: II,Hearing,65.0,248635.0,False,0.207,0.292,7.0,-11.641,1.0,0.0328,0.818,0.942,0.0934,0.11,141.869,4.0,ambient
Mumford & Sons,Babel (Deluxe Version),I Will Wait,71.0,276720.0,False,0.486,0.769,1.0,-5.14,1.0,0.0341,0.0119,0.00832,0.197,0.393,131.286,4.0,folk
The Score,Pressure,Stronger,61.0,190986.0,False,0.267,0.67,2.0,-4.688,0.0,0.0807,0.0232,0.0,0.312,0.114,191.883,3.0,alt-rock
Pink Floyd,The Dark Side of the Moon,Us and Them,66.0,469224.0,False,0.357,0.302,2.0,-14.526,1.0,0.0303,0.862,0.559,0.634,0.135,72.518,4.0,psych-rock
Tungevaag;Kid Ink;Brennan Heart,Ride With Me (feat. Kid Ink) [Brennan Heart Remix],Ride With Me (feat. Kid Ink) - Brennan Heart Remix,66.0,230400.0,False,0.693,0.864,4.0,-4.17,0.0,0.0483,0.278,0.0388,0.0777,0.142,149.998,4.0,r-n-b
Lin-Manuel Miranda;Okieriete Onaodowan;Daveed Diggs;Original Broadway Cast of Hamilton;Anthony Ramos,Hamilton (Original Broadway Cast Recording),The Story of Tonight,65.0,91980.0,False,0.494,0.237,4.0,-10.579,1.0,0.0517,0.835,0.0,0.648,0.625,95.219,3.0,show-tunes
Barbra Streisand,Guilty,Woman in Love,68.0,231840.0,False,0.469,0.278,3.0,-16.311,0.0,0.028,0.248,0.000126,0.133,0.331,169.735,4.0,disco
Red Hot Chili Peppers,Tippa My Tongue,Tippa My Tongue,68.0,260808.0,False,0.573,0.913,5.0,-6.52,0.0,0.0409,0.00861,0.0273,0.114,0.795,88.418,4.0,metal
Sam Smith,In The Lonely Hour,I'm Not The Only One,88.0,239316.0,False,0.677,0.485,5.0,-5.795,1.0,0.0361,0.529,2.04e-05,0.0766,0.493,82.001,4.0,dance
Billy Idol,Vital Idol,Dancing With Myself,69.0,359733.0,False,0.51,0.696,4.0,-10.83,1.0,0.0802,0.0157,0.000104,0.297,0.905,176.568,4.0,hard-rock
SiM,The Rumbling (TV Size),The Rumbling (TV Size),66.0,90265.0,False,0.408,0.875,8.0,-1.536,1.0,0.0546,1.68e-05,0.000101,0.264,0.646,144.975,4.0,j-rock
The Who,Who Are You,Who Are You,65.0,381626.0,True,0.651,0.648,9.0,-11.409,1.0,0.0501,0.262,0.0042,0.0655,0.49,156.372,4.0,blues
